person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
-1.0337243041166562,-0.10805923933940136,0.9230399862477401,2.639545020205914,0.847259829588944,1.5244835517227195,2.3516909856076857,1.6271729954703957,1,2.648068594136857,2.158064545581766,-0.7304541845980991
-1.2233316251482071,-1.6611811748259395,0.22528185476584223,0.08530661278486722,-0.8860073918988576,-0.18890868226395535,-1.444384512997151,0.04132622954021289,0,-0.6724458773054978,-0.4633781700585894,-0.999751869004188
-0.4649023410220027,-1.6611811748259395,-1.1702344081979534,-0.9901621903397838,0.2695040890930101,0.6677874347293821,-0.6723013607385403,0.6035219068064454,1,2.648068594136857,-0.4633781700585894,-0.7304541845980991
-0.844116983085105,0.09629891006672207,0.9230399862477401,-0.18356058799629554,0.2695040890930101,0.6677874347293821,2.3516909856076857,1.3704478018054689,1,2.648068594136857,-0.4633781700585894,-0.999751869004188
-0.6545096620535539,-0.25268192968835024,0.9230399862477401,0.8919082151283555,0.2695040890930101,0.6677874347293821,2.3516909856076857,1.0584779462126457,1,2.648068594136857,2.158064545581766,-0.46115650019201015
-1.2233316251482071,-1.6517492602379646,0.22528185476584223,-0.721294989558621,1.425015570084878,-1.0456047992572928,-1.1870234622442808,-1.2585481687632163,1,0.7924869777425997,-0.4633781700585894,-0.999751869004188
-0.2752950199904516,0.4609996074684193,0.9230399862477401,0.8919082151283555,-0.8860073918988576,-0.18890868226395535,2.3516909856076857,0.4572860369973099,1,2.648068594136857,-0.4633781700585894,-0.7304541845980991
-0.6545096620535539,0.5193517190526908,0.9230399862477401,0.08530661278486722,0.2695040890930101,-0.18890868226395535,2.3516909856076857,0.0315771715529368,1,2.6480685941368565,-0.4633781700585894,-0.46115650019201015
-0.6545096620535539,0.6464939276985928,0.9230399862477401,0.8919082151283555,0.847259829588944,-1.0456047992572928,2.3516909856076857,-0.6866034335097073,1,2.4527442134637765,-0.4633781700585894,-0.999751869004188
-1.2233316251482071,-1.6486052887086395,0.22528185476584223,0.35417381356603,1.425015570084878,1.5244835517227195,-1.341440092696003,1.2112131880132986,1,-0.08647273528625882,-0.4633781700585894,-0.7304541845980991
-1.0337243041166562,0.7093733582850924,0.9230399862477401,0.35417381356603,1.425015570084878,-0.18890868226395535,2.3516909856076857,-0.2088995921331976,1,2.355082023127237,-0.4633781700585894,-0.46115650019201015
